class,questons,label
sarcoplasmic reticulum,Does the image contain a gland of the endocrine system?,0
scale,Is there a structure in the image that might produce bile?,1
scale,Does the image show an organ that could be involved in detoxifying substances?,1
scale,Is there something in the image that is connected to the gallbladder?,1
scale,Does the image include a structure composed of lobules?,1
scale,Is there a part of the digestive system visible in the image?,1
scale,Is there an object in the image that produces insulin?,0
scale,Does the image contain a structure that regulates neurotransmitters?,0
scale,Is there something in the image that could be a spinal cord segment?,0
scale,Is the object responsible for pumping blood?,0
scale,Does the image contain a gland of the endocrine system?,0
scanty,Is there a structure in the image that might produce bile?,1
scanty,Does the image show an organ that could be involved in detoxifying substances?,1
scanty,Is there something in the image that is connected to the gallbladder?,1
scanty,Does the image include a structure composed of lobules?,1
scanty,Is there a part of the digestive system visible in the image?,1
scanty,Is there an object in the image that produces insulin?,0
scanty,Does the image contain a structure that regulates neurotransmitters?,0
scanty,Is there something in the image that could be a spinal cord segment?,0
scanty,Is the object responsible for pumping blood?,0
scanty,Does the image contain a gland of the endocrine system?,0
scar carcinoma,Is there a structure in the image that might produce bile?,1
scar carcinoma,Does the image show an organ that could be involved in detoxifying substances?,1
scar carcinoma,Is there something in the image that is connected to the gallbladder?,1
scar carcinoma,Does the image include a structure composed of lobules?,1
scar carcinoma,Is there a part of the digestive system visible in the image?,1
scar carcinoma,Is there an object in the image that produces insulin?,0
scar carcinoma,Does the image contain a structure that regulates neurotransmitters?,0
scar carcinoma,Is there something in the image that could be a spinal cord segment?,0
scar carcinoma,Is the object responsible for pumping blood?,0
scar carcinoma,Does the image contain a gland of the endocrine system?,0
scarring,Is there a structure in the image that might produce bile?,1
scarring,Does the image show an organ that could be involved in detoxifying substances?,1
scarring,Is there something in the image that is connected to the gallbladder?,1
scarring,Does the image include a structure composed of lobules?,1
scarring,Is there a part of the digestive system visible in the image?,1
scarring,Is there an object in the image that produces insulin?,0
scarring,Does the image contain a structure that regulates neurotransmitters?,0
scarring,Is there something in the image that could be a spinal cord segment?,0
scarring,Is the object responsible for pumping blood?,0
scarring,Does the image contain a gland of the endocrine system?,0
scars,Is there a structure in the image that might produce bile?,1
scars,Does the image show an organ that could be involved in detoxifying substances?,1
scars,Is there something in the image that is connected to the gallbladder?,1
scars,Does the image include a structure composed of lobules?,1
scars,Is there a part of the digestive system visible in the image?,1
scars,Is there an object in the image that produces insulin?,0
scars,Does the image contain a structure that regulates neurotransmitters?,0
scars,Is there something in the image that could be a spinal cord segment?,0
scars,Is the object responsible for pumping blood?,0
scars,Does the image contain a gland of the endocrine system?,0
sclerodema,Is there a structure in the image that might produce bile?,1
sclerodema,Does the image show an organ that could be involved in detoxifying substances?,1
sclerodema,Is there something in the image that is connected to the gallbladder?,1
sclerodema,Does the image include a structure composed of lobules?,1
sclerodema,Is there a part of the digestive system visible in the image?,1
sclerodema,Is there an object in the image that produces insulin?,0
sclerodema,Does the image contain a structure that regulates neurotransmitters?,0
sclerodema,Is there something in the image that could be a spinal cord segment?,0
sclerodema,Is the object responsible for pumping blood?,0
sclerodema,Does the image contain a gland of the endocrine system?,0
scleroderma,Is there a structure in the image that might produce bile?,1
scleroderma,Does the image show an organ that could be involved in detoxifying substances?,1
